location,total_sqft,bath,price,bhk,encoded_loc
Kudlu,1245.0,2,60.0,3,151
7th Phase JP Nagar,1765.0,3,118.0,3,8
Gottigere,1110.0,2,36.25,2,85
Others,967.0,2,47.8,2,184
Sarjapur,1044.0,2,36.0,2,203
Brookefield,1518.0,3,80.0,3,55
KR Puram,1300.0,2,57.0,3,119
Others,1798.0,3,73.0,3,184
KR Puram,866.28,2,36.38,2,119
Whitefield,3410.0,5,253.0,4,235
Singasandra,1179.0,2,56.0,2,211
Haralur Road,1976.0,3,92.0,3,93
5th Phase JP Nagar,1190.0,2,61.8,2,6
Jakkur,1761.0,3,84.52,3,114
Cooke Town,1700.0,3,120.0,3,65
Electronic City,1128.0,2,64.8,2,77
Electronic City,1220.0,2,35.25,3,77
Others,509.0,1,20.0,1,184
Ambedkar Nagar,1852.0,4,122.0,3,15
Varthur,1045.0,2,40.65,2,227
Others,3535.0,4,215.0,4,184
Others,1800.0,3,82.0,4,184
Hebbal Kempapura,1436.0,2,75.0,3,96
Others,1397.0,2,52.0,3,184
Kothanur,1140.0,2,56.0,2,150
Others,2050.0,3,135.0,3,184
Sarjapur  Road,1335.0,2,95.0,2,204
Thanisandra,1140.0,2,59.0,2,219
Thanisandra,663.0,1,46.0,1,219
Kanakpura Road,1450.0,3,60.9,3,131
Kodichikkanahalli,1400.0,3,66.0,3,142
Others,1339.0,2,53.56,2,184
Electronic City,1220.0,2,35.23,3,77
Others,1305.0,2,52.0,2,184
Green Glen Layout,1740.0,3,80.0,3,86
Anekal,680.0,1,21.0,2,19
Bannerghatta Road,1154.0,2,47.0,2,38
Munnekollal,1200.0,2,40.0,2,169
Hennur,1155.0,2,54.5,2,98
Sarjapur  Road,1525.0,2,63.0,3,204
Hebbal,2470.0,5,192.0,4,95
Padmanabhanagar,1100.0,2,60.0,2,185
Hormavu,1250.0,2,65.0,2,103
Kothanur,1400.0,2,70.0,2,150
Others,1600.0,3,100.0,3,184
Electronic City,1060.0,2,55.0,2,77
Horamavu Banaswadi,1272.0,2,50.0,2,102
Kanakpura Road,1296.0,2,105.0,2,131
Karuna Nagar,1945.0,3,115.0,3,133
Chandapura,1033.0,2,30.47,3,59
Others,2300.0,2,69.0,3,184
Others,1235.0,2,52.76,2,184
Others,850.0,2,42.5,2,184
Subramanyapura,1880.0,3,110.0,3,215
Kenchenahalli,1060.0,2,52.0,2,138
Hennur Road,2041.0,3,138.0,3,99
Others,1150.0,2,39.0,2,184
LB Shastri Nagar,1184.0,2,62.0,2,155
Sarjapur  Road,1680.0,3,126.0,3,204
Thanisandra,1411.0,3,100.0,3,219
Thanisandra,1702.0,3,120.0,3,219
Yelahanka,1185.0,2,45.0,2,237
Kanakpura Road,1300.0,3,64.0,3,131
Others,1545.0,3,65.0,3,184
Jigani,1300.0,3,55.0,3,117
JP Nagar,1107.0,2,57.0,2,113
Old Madras Road,1720.0,3,106.0,3,183
Bannerghatta Road,1000.0,2,44.5,2,38
Electronic City,710.0,1,40.42,1,77
Bannerghatta Road,1250.0,2,48.0,2,38
Kaggadasapura,2400.0,4,130.0,5,122
Hegde Nagar,1584.01,3,104.0,3,97
Kaggadasapura,1485.0,2,70.0,3,122
Hennur Road,1100.0,2,78.0,3,99
8th Phase JP Nagar,1245.0,2,59.0,2,9
Bannerghatta Road,1640.0,3,105.0,3,38
Others,1165.0,2,65.0,2,184
Kengeri Satellite Town,1110.0,2,43.0,2,140
Uttarahalli,4500.0,4,150.0,4,226
Others,1200.0,1,42.0,2,184
Jalahalli,1704.0,3,94.36,3,115
7th Phase JP Nagar,1275.0,2,88.0,3,8
Sarjapur  Road,1222.0,2,68.0,3,204
Electronic City,1000.0,2,29.95,2,77
Yelahanka,1517.0,3,71.28,3,237
Horamavu Agara,1166.0,2,37.29,2,101
5th Phase JP Nagar,4000.0,5,170.0,5,6
Whitefield,1345.0,3,58.0,3,235
EPIP Zone,3800.0,5,170.0,4,76
Chandapura,971.0,2,38.0,3,59
EPIP Zone,1810.0,2,65.0,2,76
Others,1300.0,2,58.0,2,184
Thanisandra,1185.0,2,45.0,2,219
Pattandur Agrahara,1350.0,2,68.0,2,189
Budigere,2345.0,3,76.16,3,56
Somasundara Palya,1650.0,3,126.0,3,212
Others,1645.0,3,87.0,3,184
Hennur Road,1748.0,3,103.0,3,99
Kengeri Satellite Town,1170.0,2,50.0,2,140
Sarjapur  Road,3420.0,4,225.0,4,204
Hulimavu,1320.0,2,65.0,3,108
Sarjapur  Road,1510.0,2,110.0,3,204
Others,2700.0,7,110.0,6,184
Others,1305.0,2,45.68,3,184
Mahadevpura,1500.0,2,70.0,3,160
Thanisandra,1948.0,4,129.0,4,219
Margondanahalli,1448.0,3,70.0,3,166
Sarjapur  Road,1242.0,2,78.0,2,204
Sonnenahalli,1268.0,2,58.0,2,214
Ramamurthy Nagar,1101.0,2,50.0,2,198
Others,1255.0,2,65.0,2,184
Hosa Road,1089.0,2,32.67,2,104
Kaggalipura,950.0,2,45.0,2,123
HBR Layout,1068.0,2,43.0,2,90
Yelahanka New Town,860.0,1,31.0,2,238
Yelahanka,1756.0,3,66.73,3,237
Whitefield,1205.0,2,41.0,2,235
Hormavu,1604.0,3,68.0,3,103
Ananth Nagar,1010.0,2,38.0,2,18
Doddakallasandra,1010.0,2,41.0,2,72
Yelahanka,1050.0,2,33.1,2,237
Bannerghatta Road,1656.0,2,62.93,3,38
Others,1451.0,3,68.0,3,184
JP Nagar,1250.0,2,93.0,2,113
Sonnenahalli,1340.0,2,42.0,3,214
Others,1100.0,2,38.5,2,184
 Devarachikkanahalli,1700.0,3,71.0,3,0
KR Puram,1096.0,2,43.0,2,119
Others,1936.0,3,139.0,3,184
Nehru Nagar,1269.0,2,63.0,3,180
Panathur,1586.0,3,125.0,3,187
Kanakpura Road,1452.0,3,56.5,3,131
Hosa Road,1538.0,3,107.0,3,104
Others,935.0,2,40.0,2,184
Harlur,1197.0,2,77.0,2,94
Varthur,674.0,1,19.9,2,227
Kengeri,410.0,1,15.0,1,139
Thanisandra,1573.0,3,90.0,3,219
Dodda Nekkundi,1135.0,2,58.0,2,70
Others,1400.0,2,40.43,3,184
Others,1200.0,1,65.0,1,184
Others,1800.0,3,95.0,3,184
Others,2045.0,3,108.0,3,184
Sonnenahalli,1268.0,2,56.0,2,214
Yelahanka,1600.0,3,100.0,3,237
Thanisandra,1056.0,2,70.0,2,219
Whitefield,4500.0,4,330.0,4,235
KR Puram,1204.0,2,58.0,2,119
Others,1410.0,2,54.0,3,184
Hennur Road,1460.0,2,80.3,2,99
Dodda Nekkundi,1100.0,2,41.18,2,70
Others,1310.0,2,88.0,2,184
Sector 2 HSR Layout,1600.0,3,90.0,3,206
Sarjapur  Road,1665.0,3,74.93,3,204
Singasandra,1416.0,2,67.0,2,211
Jigani,1231.0,3,58.0,3,117
Yelahanka,1664.0,3,73.95,3,237
TC Palaya,2000.0,3,76.0,3,217
Rajiv Nagar,972.0,2,43.0,2,196
Others,4500.0,4,345.0,4,184
Bellandur,1185.0,2,47.39,2,44
Green Glen Layout,1750.0,3,81.0,3,86
Balagere,1007.0,2,68.0,2,29
Whitefield,1250.0,2,85.0,2,235
Horamavu Agara,994.0,2,42.28,2,101
Ramamurthy Nagar,1150.0,2,40.0,2,198
Thanisandra,1220.0,2,46.0,2,219
Others,1441.0,2,115.0,2,184
Thigalarapalya,1400.0,2,105.0,2,220
Tindlu,1370.07,3,65.0,3,223
Judicial Layout,900.0,2,40.0,2,118
Others,418.0,1,17.0,1,184
Others,1200.0,3,80.0,3,184
ISRO Layout,1200.0,2,43.0,2,109
Talaghattapura,1062.0,2,42.48,2,218
Kanakpura Road,1120.0,2,51.0,2,131
Bannerghatta Road,1012.0,2,44.0,2,38
Kanakpura Road,1430.0,2,78.0,2,131
Channasandra,1195.0,2,56.0,3,60
Hennur Road,2345.0,3,75.99,3,99
Sonnenahalli,1011.0,2,59.0,2,214
7th Phase JP Nagar,1450.0,2,102.0,3,8
Sarjapur  Road,1129.0,2,69.0,2,204
Sarjapura - Attibele Road,1126.0,2,36.0,2,205
Sarjapur  Road,1180.0,2,45.0,3,204
Hennur Road,1933.0,3,140.0,3,99
TC Palaya,1082.0,2,64.0,2,217
Others,610.0,1,28.0,1,184
CV Raman Nagar,1125.0,2,46.0,2,57
Others,2400.0,7,107.0,6,184
Kengeri Satellite Town,777.4,2,25.0,2,140
Others,1864.0,3,120.0,3,184
Whitefield,1115.0,2,51.91,2,235
Kengeri,400.0,1,25.0,1,139
Rajaji Nagar,1200.0,2,70.0,2,195
Others,950.0,2,57.0,2,184
Bellandur,1200.0,2,62.0,2,44
GM Palaya,1735.0,3,70.0,3,81
Jalahalli,1470.0,2,102.0,3,115
Bannerghatta Road,1527.0,3,115.0,3,38
Others,985.0,2,45.0,2,184
Chandapura,3300.0,4,135.0,4,59
Whitefield,1277.0,2,77.0,2,235
Others,1100.0,2,62.0,2,184
Whitefield,1820.0,3,140.0,3,235
Others,1530.0,3,87.0,4,184
Jakkur,1880.0,4,110.0,3,114
Hennur,1255.0,2,52.35,2,98
Somasundara Palya,1140.0,2,46.0,2,212
Electronic City Phase II,1025.0,2,29.6,2,78
Whitefield,3453.0,4,247.0,4,235
Kaikondrahalli,1250.0,2,78.0,2,124
Others,2400.0,3,108.0,4,184
Jalahalli,1244.0,2,88.0,2,115
Sarjapur  Road,1034.0,2,38.0,2,204
Kasavanhalli,1719.0,3,71.0,3,134
Hosa Road,1470.0,2,84.22,3,104
Yelahanka,1140.0,2,50.66,2,237
Harlur,1752.12,3,125.0,3,94
Old Madras Road,2990.0,3,170.0,3,183
Bannerghatta Road,1660.0,3,85.0,3,38
Electronic City,1275.0,3,63.43,3,77
Bommasandra Industrial Area,1365.0,3,52.81,3,53
Others,1200.0,2,90.0,3,184
Kanakpura Road,2546.0,3,170.0,3,131
Banashankari Stage VI,1392.0,3,69.46,3,34
Whitefield,1245.0,2,59.76,2,235
Yeshwanthpur,1162.0,2,64.08,2,240
Singasandra,1476.0,2,73.0,3,211
KR Puram,700.0,1,21.5,1,119
Others,3600.0,6,170.0,6,184
Jigani,943.0,2,48.0,2,117
Sarjapur  Road,1113.0,2,44.5,2,204
Varthur,1615.0,3,69.43,3,227
Others,1279.0,2,100.0,2,184
Sompura,1350.0,3,65.0,3,213
Others,1525.0,3,68.63,3,184
Ardendale,1777.26,3,92.0,3,21
Bisuvanahalli,845.0,2,32.0,2,50
Varthur,1210.0,2,64.15,2,227
Hosur Road,1250.0,2,50.0,3,107
Others,1200.0,2,35.0,4,184
Marathahalli,1108.0,2,60.0,3,165
Kanakpura Road,1401.0,3,69.0,3,131
Others,1185.0,2,42.66,2,184
Green Glen Layout,1751.0,3,115.0,3,86
Bannerghatta Road,1880.0,3,96.5,3,38
Channasandra,1175.0,2,38.0,2,60
Jalahalli,1407.0,2,98.49,2,115
Yelachenahalli,1000.0,2,50.0,2,236
Electronic City,1518.0,3,75.0,3,77
Tumkur Road,1027.0,2,67.0,2,224
Begur Road,1500.0,2,47.25,3,43
Varthur,1737.0,2,57.32,3,227
Hennur,5259.0,2,161.5,4,98
Others,1600.0,4,120.0,3,184
Others,1120.0,2,60.0,2,184
Hennur Road,1030.0,2,46.5,2,99
Gubbalala,2500.0,6,88.0,6,87
Kammasandra,1057.0,2,35.0,2,129
Hormavu,1075.0,2,53.7,2,103
Mysore Road,1080.0,2,60.0,3,171
Others,5100.0,7,225.0,6,184
Singasandra,1139.7,2,45.0,2,211
Whitefield,1074.0,2,42.8,2,235
Sarjapur  Road,2425.0,5,175.0,4,204
Sarjapur  Road,1323.0,2,74.0,2,204
Kalena Agrahara,900.0,2,40.0,2,125
Sarjapura - Attibele Road,740.0,1,23.65,1,205
Bannerghatta Road,1550.0,3,96.0,3,38
Gunjur,1588.0,2,90.0,3,88
Others,1308.0,2,86.0,2,184
Hennur,1340.0,2,54.27,3,98
Thanisandra,1719.0,3,135.0,3,219
Electronic City,1090.0,2,31.48,1,77
Jakkur,1660.0,3,104.0,3,114
Nagavara,1247.0,2,58.56,2,176
Thanisandra,1595.0,3,96.0,3,219
Kaggadasapura,1175.0,2,50.0,2,122
Old Airport Road,1184.0,2,78.0,2,182
Yelahanka,1200.0,2,60.0,2,237
Uttarahalli,1000.0,2,52.0,2,226
Yelahanka,1705.0,3,85.0,3,237
Tumkur Road,1060.0,2,58.3,3,224
Others,1347.0,2,55.0,3,184
Varthur,1402.0,2,95.0,2,227
Whitefield,2280.0,4,125.0,3,235
5th Phase JP Nagar,1080.0,2,53.0,2,6
Begur Road,1100.0,2,42.6,2,43
Bannerghatta Road,1200.0,2,78.0,2,38
Others,1200.0,3,78.0,2,184
Kothanur,1581.0,3,76.0,3,150
Whitefield,2882.0,5,200.0,4,235
Abbigere,985.0,2,38.92,2,12
Sarjapur,950.0,2,35.0,2,203
Others,1449.0,3,72.0,3,184
Others,1100.0,2,38.68,2,184
Kaval Byrasandra,2700.0,3,200.0,3,137
Electronic City,1140.0,2,32.92,2,77
Chandapura,800.0,1,30.0,2,59
Chikkabanavar,2000.0,4,65.0,5,62
Others,1300.0,2,95.0,2,184
Kanakpura Road,1220.0,2,60.0,2,131
Sarjapur  Road,2289.0,3,178.0,3,204
Whitefield,1170.0,2,56.0,2,235
Others,1350.0,2,89.5,2,184
Thanisandra,1698.0,3,125.0,3,219
Electronic City Phase II,3262.5,4,105.0,4,78
Ambalipura,1060.0,2,58.5,2,14
Somasundara Palya,1185.0,2,75.0,2,212
Vittasandra,1404.0,2,72.0,2,234
Electronic City Phase II,1252.0,2,67.0,2,78
Bannerghatta Road,1885.0,3,125.0,3,38
Kaikondrahalli,3381.0,6,225.0,6,124
Hormavu,980.0,2,42.0,2,103
Banashankari,1420.0,3,66.0,3,30
Others,2312.0,3,156.0,3,184
Kaggadasapura,3000.0,4,130.0,4,122
Others,1175.0,2,70.0,2,184
Others,1145.0,2,51.0,2,184
Bhoganhalli,970.0,2,52.5,2,47
Whitefield,2399.5,3,92.63,3,235
9th Phase JP Nagar,5000.0,4,300.0,4,10
Ramagondanahalli,1635.0,3,57.0,3,197
Jalahalli,1200.0,2,66.0,1,115
Yeshwanthpur,1166.0,2,64.08,2,240
Shivaji Nagar,1460.0,2,90.0,3,210
Others,1690.0,3,50.0,3,184
Others,1386.0,3,93.0,4,184
Others,1090.0,2,32.0,2,184
Whitefield,1390.0,2,72.0,2,235
Sector 2 HSR Layout,1095.0,2,85.41,2,206
Kengeri,416.0,1,17.19,1,139
Yelahanka,1350.0,2,85.0,3,237
Bannerghatta Road,1453.0,2,73.0,3,38
Thanisandra,1226.0,2,65.0,2,219
Hegde Nagar,1168.0,2,68.0,3,97
Bannerghatta,1776.0,3,124.0,3,37
Whitefield,1634.0,3,68.0,3,235
Hormavu,860.0,2,56.0,2,103
Nagasandra,1650.0,3,95.0,3,175
Whitefield,1190.0,2,70.0,2,235
JP Nagar,1133.0,2,33.99,2,113
Others,1559.0,3,62.0,3,184
Horamavu Banaswadi,1448.0,4,118.0,3,102
Kodichikkanahalli,976.0,2,50.0,2,142
Yelahanka,1633.0,3,110.0,3,237
Ramagondanahalli,1151.0,2,46.0,2,197
Kereguddadahalli,1400.0,2,42.0,3,141
Uttarahalli,1037.0,2,36.0,2,226
Thanisandra,1188.0,2,36.0,2,219
Others,1060.0,2,52.0,2,184
Thigalarapalya,2215.0,4,162.0,3,220
Harlur,2569.0,5,180.0,4,94
ITPL,900.0,2,27.0,2,110
Kudlu Gate,1183.0,2,79.54,2,152
HSR Layout,1100.0,2,44.0,2,92
GM Palaya,1643.0,2,70.0,3,81
Others,1500.0,2,120.0,3,184
Jakkur,1291.0,2,75.0,2,114
Hennur,1150.0,3,80.0,3,98
Others,1700.0,3,55.0,4,184
Mahadevpura,1236.0,2,58.0,2,160
Ramamurthy Nagar,1350.0,2,39.0,3,198
Pai Layout,3800.0,6,175.0,6,186
Haralur Road,4694.0,5,375.0,4,93
Electronic City,1200.0,2,34.66,2,77
Harlur,1225.0,2,56.0,2,94
Thanisandra,1056.0,2,75.0,2,219
9th Phase JP Nagar,1240.0,2,42.85,3,10
Banashankari,1200.0,3,74.52,3,30
Kudlu Gate,1850.0,3,110.0,3,152
Others,3150.0,4,180.0,4,184
Others,1200.0,1,39.82,1,184
Jigani,918.0,2,56.0,2,117
Others,1330.0,2,68.0,3,184
Munnekollal,1540.0,2,70.0,3,169
Lakshminarayana Pura,1200.0,2,80.0,2,157
Others,927.0,2,37.0,2,184
Sarjapur,3875.5,4,115.0,4,203
CV Raman Nagar,1400.0,2,78.0,3,57
8th Phase JP Nagar,1510.0,2,80.0,2,9
ITPL,1500.0,3,61.52,3,110
Yelahanka,1142.0,1,42.535,1,237
Vidyaranyapura,1100.0,2,72.0,3,230
Others,1200.0,3,68.0,3,184
Hormavu,2282.0,4,115.0,4,103
Others,760.0,2,37.49,2,184
Sarjapur,2172.0,3,100.0,3,203
8th Phase JP Nagar,3300.0,3,165.0,3,9
Thubarahalli,1242.0,3,51.0,3,221
Uttarahalli,1245.0,2,43.58,3,226
Kadugodi,1088.0,2,44.0,2,121
Sahakara Nagar,1200.0,2,46.0,2,200
TC Palaya,1995.0,3,100.0,3,217
Haralur Road,1309.0,2,82.0,2,93
Others,1250.0,3,42.0,3,184
5th Phase JP Nagar,1041.0,2,54.0,2,6
Sarjapur  Road,1505.0,2,60.0,3,204
Bellandur,1767.0,3,89.0,3,44
Kengeri,1320.0,2,50.0,2,139
Others,1280.0,2,68.48,2,184
Thanisandra,1245.0,2,83.05,2,219
Haralur Road,1027.0,1,44.0,2,93
Others,1065.0,3,72.0,3,184
Kannamangala,1814.0,3,129.0,3,132
Ramagondanahalli,1610.0,2,112.0,3,197
Kasavanhalli,1600.0,3,79.0,3,134
Others,3200.0,4,140.0,3,184
Others,1250.0,2,77.13,3,184
Others,1475.0,3,75.0,3,184
Electronic City,1353.0,2,75.0,2,77
Electronics City Phase 1,1750.0,3,58.0,3,79
Sahakara Nagar,1270.0,2,96.0,2,200
Thanisandra,2695.0,4,188.0,4,219
Others,1330.0,3,65.0,3,184
BTM 2nd Stage,1400.0,2,90.0,2,25
Gubbalala,4000.0,5,195.0,4,87
Kanakpura Road,1700.0,3,75.0,3,131
Kasavanhalli,1585.0,2,90.0,2,134
Kothanur,1385.0,3,67.0,3,150
Electronic City,1128.0,2,67.0,2,77
HSR Layout,1203.0,2,60.0,2,92
Mallasandra,905.0,2,35.0,2,162
Hennur Road,1450.0,3,79.0,3,99
Varthur,1105.0,2,38.0,2,227
Channasandra,1200.0,2,46.13,2,60
Jalahalli,1530.0,2,89.0,3,115
Whitefield,1105.0,2,35.4,2,235
Dasarahalli,1333.0,2,78.56,2,68
Old Madras Road,1530.0,3,76.34,3,183
Margondanahalli,1200.0,2,65.0,2,166
Whitefield,1270.0,2,94.0,2,235
Bellandur,1830.0,3,89.0,3,44
Chandapura,900.0,2,35.0,2,59
Others,7000.0,6,560.0,6,184
Bannerghatta Road,1450.0,2,78.0,3,38
Others,1525.0,3,65.0,3,184
Mahalakshmi Layout,1080.0,2,67.0,2,161
Others,1220.0,2,72.0,2,184
Bommanahalli,1962.5,2,73.17,2,51
Others,1500.0,2,60.0,2,184
Koramangala,1355.0,2,95.0,2,148
Electronic City,1070.0,2,57.0,2,77
Bommasandra,842.0,2,30.0,2,52
Bannerghatta Road,700.0,1,31.2,1,38
Others,1884.0,3,95.0,3,184
Thanisandra,1185.0,2,43.5,2,219
Varthur,2145.0,3,170.0,3,227
Whitefield,1220.0,2,89.0,2,235
6th Phase JP Nagar,1192.0,2,75.0,2,7
Marathahalli,1449.0,3,110.0,3,165
Electronic City,1700.0,3,90.0,3,77
Hebbal,1920.0,3,150.0,3,95
Others,4800.0,5,350.0,4,184
Others,1700.0,3,74.0,3,184
Hoodi,1447.0,3,76.0,2,100
Kanakpura Road,1329.0,2,107.0,2,131
Sarjapur  Road,1314.0,2,70.44,3,204
Others,1572.0,2,80.0,3,184
Vittasandra,1246.0,2,67.5,2,234
Dasarahalli,1220.0,2,62.0,2,68
Kaval Byrasandra,1400.0,3,75.0,3,137
Kasavanhalli,1245.0,2,80.0,2,134
Others,1495.0,2,63.0,3,184
Gollarapalya Hosahalli,996.0,2,36.5,2,84
Yelahanka New Town,1000.0,2,44.0,2,238
Others,1250.0,2,75.0,2,184
Thanisandra,1261.0,2,80.0,3,219
Electronics City Phase 1,1080.0,2,46.0,2,79
Others,1230.0,2,50.0,2,184
Horamavu Agara,1220.0,2,39.0,2,101
Green Glen Layout,1750.0,3,105.0,3,86
Whitefield,1436.0,2,62.15,3,235
Varthur,1560.0,3,90.0,3,227
Whitefield,3758.0,3,300.0,3,235
Others,1275.0,2,59.0,2,184
Others,1040.0,2,36.4,2,184
Bellandur,2400.0,3,115.0,3,44
Kaggalipura,3150.0,5,212.0,4,123
Yelahanka,1765.0,2,53.105,2,237
Hosakerehalli,4500.0,5,145.0,5,105
Others,648.0,1,40.0,1,184
Sarjapur  Road,2100.0,3,130.0,3,204
Bommasandra,1365.0,3,52.82,3,52
Chandapura,1200.0,2,52.0,3,59
Cooke Town,1100.0,2,90.0,2,65
7th Phase JP Nagar,1075.0,2,57.0,3,8
Banashankari,1100.0,2,63.0,2,30
Others,1320.0,2,58.0,3,184
Kammasandra,1500.0,3,65.0,3,129
Bisuvanahalli,1075.0,2,32.0,3,50
Others,1480.0,3,75.48,3,184
Kanakpura Road,1041.0,2,36.44,2,131
Others,1128.0,2,48.4,2,184
Hosur Road,1685.0,3,90.0,3,107
Others,1180.0,2,65.0,2,184
Others,1200.0,2,60.0,2,184
Varthur,1760.0,2,85.0,2,227
Others,975.0,2,55.0,2,184
Others,1190.0,2,42.0,2,184
Kudlu,1110.0,2,46.0,2,151
Gunjur,1235.0,2,44.5,2,88
Others,1275.0,2,55.0,2,184
Harlur,1197.0,2,76.0,2,94
Begur Road,644.0,1,32.0,1,43
Bellandur,1251.0,2,47.0,2,44
Kudlu,2100.0,3,114.0,4,151
NRI Layout,1731.0,3,64.11,3,173
Hormavu,1206.0,2,55.0,2,103
Choodasandra,1560.0,3,78.0,3,64
7th Phase JP Nagar,750.0,1,47.0,1,8
Sarjapur  Road,702.0,1,35.8,1,204
Attibele,1700.0,3,65.0,3,23
HRBR Layout,1145.0,2,68.5,2,91
Ramamurthy Nagar,1208.0,2,43.5,3,198
Brookefield,1589.0,3,74.0,3,55
Yelahanka New Town,1426.0,2,61.5,3,238
Green Glen Layout,1885.0,3,135.0,3,86
Old Madras Road,935.0,2,37.77,2,183
Old Madras Road,1171.0,2,73.0,2,183
Singasandra,1465.0,2,60.0,2,211
Budigere,1820.0,3,95.0,3,56
Raja Rajeshwari Nagar,1580.0,2,66.85,3,194
Whitefield,1452.0,2,46.29,3,235
Hennur Road,1445.0,2,89.56,3,99
Others,1170.0,2,39.0,2,184
Others,1070.0,2,50.0,2,184
Rachenahalli,2600.0,3,160.0,3,193
Others,1532.0,3,59.75,3,184
Others,1150.0,2,46.0,2,184
Jakkur,1473.0,2,85.0,2,114
Kathriguppe,1350.0,3,80.99,3,136
Hoodi,1660.0,3,128.0,3,100
Chamrajpet,650.0,2,45.0,2,58
Others,1495.0,3,90.0,3,184
R.T. Nagar,1080.0,2,48.0,2,192
Electronic City,1521.0,2,57.5,3,77
Others,1053.0,2,51.0,2,184
Others,1200.0,2,75.0,4,184
Uttarahalli,1000.0,2,39.5,2,226
Bannerghatta Road,1630.0,3,68.0,3,38
Kammasandra,985.0,2,40.5,2,129
BTM 2nd Stage,1200.0,2,70.0,2,25
Ambalipura,1650.0,3,100.0,3,14
Mico Layout,1670.0,3,59.0,3,168
Others,830.0,2,26.0,2,184
Ramagondanahalli,1200.0,3,56.1,3,197
Nagarbhavi,1635.0,3,85.0,3,174
HSR Layout,1120.0,2,70.0,2,92
Others,2750.0,6,200.0,6,184
Harlur,2137.0,3,110.0,3,94
Hennur Road,973.0,2,50.74,2,99
Electronic City,750.0,1,35.0,1,77
Kambipura,883.0,2,49.0,2,127
Ramagondanahalli,2787.0,5,220.0,4,197
Others,1470.0,2,60.0,3,184
Others,1275.0,2,76.0,2,184
Kothanur,1787.0,3,120.0,3,150
8th Phase JP Nagar,1730.0,5,75.0,5,9
Yeshwanthpur,1692.0,3,108.0,3,240
Bannerghatta Road,1400.0,3,69.0,3,38
Whitefield,1370.0,2,56.0,2,235
Others,1602.0,3,56.0,3,184
Others,793.0,1,40.0,1,184
GM Palaya,675.0,1,35.0,1,81
Chikka Tirupathi,3250.0,4,136.0,4,61
Whitefield,1050.0,2,43.0,2,235
Jalahalli East,1035.0,2,42.5,2,116
Sarjapur  Road,1200.0,2,44.0,3,204
Sarjapur  Road,1800.0,3,128.0,3,204
Green Glen Layout,1625.0,3,70.0,3,86
Electronics City Phase 1,1032.0,2,31.99,2,79
Whitefield,1496.0,2,71.81,3,235
Kundalahalli,1500.0,3,50.0,3,154
Electronic City Phase II,1125.0,2,32.63,2,78
Others,1555.0,3,73.0,3,184
Amruthahalli,1025.0,2,42.0,2,16
Others,1630.0,2,130.0,3,184
Arekere,900.0,2,44.5,2,22
Yelahanka,1355.0,2,75.0,3,237
Akshaya Nagar,1200.0,2,45.0,2,13
Others,1563.0,3,63.0,3,184
Others,1344.0,4,84.0,4,184
5th Phase JP Nagar,812.0,2,42.0,2,6
Basaveshwara Nagar,1200.0,2,70.0,2,40
Yelahanka,3175.0,4,156.0,4,237
Marathahalli,1360.0,2,101.0,2,165
Rachenahalli,1756.0,3,110.0,3,193
8th Phase JP Nagar,1296.0,2,51.83,3,9
Anandapura,1141.0,2,50.0,2,17
Electronic City,1210.0,2,55.0,2,77
Hormavu,1310.0,2,67.0,2,103
Magadi Road,1713.0,2,55.195,3,159
Gubbalala,1745.0,3,140.0,3,87
Raja Rajeshwari Nagar,1050.0,2,37.0,2,194
Electronic City Phase II,1140.0,2,34.0,2,78
Varthur,1210.0,2,54.0,2,227
Kasavanhalli,2035.0,3,142.0,3,134
Amruthahalli,485.0,1,19.5,1,16
Others,1200.0,2,82.0,2,184
Others,1419.0,3,85.0,3,184
Others,1195.0,2,42.4,2,184
Thanisandra,1884.0,4,117.0,3,219
Bannerghatta Road,905.0,2,58.0,2,38
JP Nagar,1500.0,2,108.0,3,113
Others,850.0,1,50.0,1,184
Tindlu,1165.0,2,59.8,2,223
Others,933.0,2,55.0,2,184
Hennur Road,1305.0,2,77.0,3,99
Billekahalli,1125.0,2,65.0,2,48
Others,865.0,2,33.0,2,184
Jigani,1245.0,3,66.0,3,117
Kalyan nagar,8840.0,2,300.0,2,126
Others,1145.0,2,60.0,3,184
AECS Layout,2000.0,3,90.0,3,11
Hosa Road,625.0,1,43.68,1,104
Kundalahalli,1724.0,3,128.0,3,154
Sarjapur  Road,1270.0,2,54.0,3,204
Jakkur,1485.0,3,72.0,3,114
7th Phase JP Nagar,990.0,2,50.0,2,8
Kadubeesanahalli,1140.0,2,78.0,2,120
Yelahanka,1756.0,3,125.0,3,237
Others,1025.0,2,48.0,2,184
Whitefield,1216.0,2,72.0,2,235
Sarjapur  Road,1026.0,2,60.8,2,204
Kodichikkanahalli,2700.0,4,125.0,5,142
Begur,1411.0,2,60.0,3,42
Kanakpura Road,1320.0,2,39.6,3,131
Bannerghatta,1320.0,2,50.0,2,37
Hebbal,2375.0,4,189.0,4,95
Others,1750.0,3,120.0,3,184
TC Palaya,1152.0,2,55.0,2,217
Thanisandra,965.0,2,54.0,2,219
Lingadheeranahalli,1684.0,3,120.0,3,158
Hennur Road,1672.0,3,86.0,3,99
Panathur,1075.0,2,60.0,2,187
Hebbal,1420.0,2,99.26,2,95
Others,750.0,2,40.0,2,184
Yeshwanthpur,1169.0,2,64.08,2,240
Devanahalli,1290.0,2,62.0,3,69
